"","GeneID","Chr","Start","End","Strand","Annotation"
"2247","N16961_11925","NC_002505.1",2579584,2580534,"-","16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH"
"2248","N16961_11935","NC_002505.1",2581292,2582719,"-","dihydrolipoyl dehydrogenase"
"2249","N16961_11940","NC_002505.1",2582987,2584876,"-","pyruvate dehydrogenase complex dihydrolipoyllysine-residue acetyltransferase"
"2250","N16961_11945","NC_002505.1",2584895,2587555,"-","pyruvate dehydrogenase (acetyl-transferring), homodimeric type"
"2251","N16961_11950","NC_002505.1",2587605,2588375,"-","pyruvate dehydrogenase complex transcriptional repressor PdhR"
"2252","N16961_11955","NC_002505.1",2588859,2590763,"+","2',3'-cyclic-nucleotide 2'-phosphodiesterase/5'- or 3'-nucleotidase, 5'-nucleotidase family"
"2253","N16961_11960","NC_002505.1",2590808,2592562,"-","single-stranded-DNA-specific exonuclease RecJ"
"2254","N16961_11965","NC_002505.1",2592606,2593358,"-","bifunctional protein-disulfide isomerase/oxidoreductase DsbC"
"2255","N16961_11970","NC_002505.1",2593375,2594283,"-","site-specific tyrosine recombinase XerD"
"2256","N16961_11975","NC_002505.1",2594343,2594939,"+","flavodoxin FldB"
"2257","N16961_11980","NC_002505.1",2595217,2595762,"-","1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD"
"2258","N16961_11985","NC_002505.1",2596058,2596948,"+","carboxylating nicotinate-nucleotide diphosphorylase"
"2259","N16961_11990","NC_002505.1",2597193,2597654,"+","pilin"
"2260","N16961_11995","NC_002505.1",2597654,2599342,"+","type IV-A pilus assembly ATPase PilB"
"2261","N16961_12000","NC_002505.1",2599385,2600611,"+","type II secretion system F family protein"
"2262","N16961_12005","NC_002505.1",2600669,2601544,"+","A24 family peptidase"
"2263","N16961_12010","NC_002505.1",2601541,2602149,"+","dephospho-CoA kinase"
"2264","N16961_12015","NC_002505.1",2602181,2602921,"+","cell division protein ZapD"
"2265","N16961_12020","NC_002505.1",2603063,2603260,"+","DNA gyrase inhibitor YacG"
"2266","N16961_12025","NC_002505.1",2603309,2605594,"-","DNA topoisomerase IV subunit A"
"2267","N16961_12030","NC_002505.1",2605598,2607478,"-","DNA topoisomerase 4 subunit B"
"2268","N16961_12035","NC_002505.1",2607807,2608394,"-","esterase YqiA"
"2269","N16961_12040","NC_002505.1",2608396,2609214,"-","3',5'-cyclic-AMP phosphodiesterase"
"2270","N16961_12045","NC_002505.1",2609239,2609685,"-","DUF1249 domain-containing protein"
"2271","N16961_12050","NC_002505.1",2609692,2610318,"-","ADP-ribose diphosphatase"
"2272","N16961_12055","NC_002505.1",2610550,2611866,"+","outer membrane channel protein TolC"
"2273","N16961_12060","NC_002505.1",2611972,2612799,"-","PfkB family carbohydrate kinase"
"2274","N16961_12065","NC_002505.1",2612745,2613401,"-","ADP-heptose synthase"
"2275","N16961_12070","NC_002505.1",2613465,2616311,"-","bifunctional [glutamate--ammonia ligase]-adenylyl-L-tyrosine phosphorylase/[glutamate--ammonia-ligase] adenylyltransferase"
"2276","N16961_12075","NC_002505.1",2616435,2617691,"-","Methyl-accepting chemotaxis protein (MCP)"
"2277","N16961_12080","NC_002505.1",2617768,2617932,"+","hypothetical protein"
"2278","N16961_12085","NC_002505.1",2618176,2619693,"-","Inorganic triphosphatase YgiF, contains CYTH and CHAD domains"
"2279","N16961_12090","NC_002505.1",2619899,2620579,"+","Phosphate transport regulator YkaA, distantly related to PhoU, UPF0111/DUF47 family"
"2280","N16961_12095","NC_002505.1",2620722,2621984,"+","Phosphate/sulfate permease"
"2281","N16961_12100","NC_002505.1",2622151,2622759,"+","TIGR04211 family SH3 domain-containing protein"
"2282","N16961_12105","NC_002505.1",2622851,2623621,"-","general secretion pathway protein GspB"
"2283","N16961_12110","NC_002505.1",2623621,2625210,"-","ExeA family protein"
"2284","N16961_12115","NC_002505.1",2625303,2626514,"+","multifunctional CCA addition/repair protein"
"2285","N16961_12120","NC_002505.1",2626616,2627917,"-","phosphopyruvate hydratase"
"2286","N16961_12125","NC_002505.1",2627996,2629633,"-","CTP synthase"
"2287","N16961_12130","NC_002505.1",2629908,2630723,"-","nucleoside triphosphate pyrophosphohydrolase"
"2288","N16961_12135","NC_002505.1",2630823,2633039,"-","GTP diphosphokinase"
"2289","N16961_12140","NC_002505.1",2633103,2634425,"-","23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD"
"2290","N16961_12145","NC_002505.1",2634630,2637380,"+","two-component sensor histidine kinase BarA"
"2291","N16961_12150","NC_002505.1",2637368,2638660,"-","GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants"
"2292","N16961_12155","NC_002505.1",2638653,2639063,"-","Phosphate ABC transporter substrate-binding protein"
"2293","N16961_12160","NC_002505.1",2639073,2640374,"-","Porin"
"2294","N16961_12165","NC_002505.1",2640613,2640993,"-","Holo-[acyl-carrier-protein] synthase"
"2295","N16961_12170","NC_002505.1",2640997,2641728,"-","pyridoxine 5'-phosphate synthase"
"2296","N16961_12175","NC_002505.1",2641725,2642450,"-","DNA repair protein RecO"
"2297","N16961_12180","NC_002505.1",2642520,2643497,"-","GTPase Era"
"2298","N16961_12185","NC_002505.1",2643490,2644155,"-","ribonuclease III"
"2299","N16961_12190","NC_002505.1",2644199,2645095,"-","signal peptidase I"
"2300","N16961_12195","NC_002505.1",2645187,2646980,"-","translation elongation factor 4"
"2301","N16961_12200","NC_002505.1",2647093,2647563,"-","RseC, positive regulator of sigma E activity"
"2302","N16961_12205","NC_002505.1",2647560,2648525,"-","sigma-E factor regulatory protein RseB"
"2303","N16961_12210","NC_002505.1",2648522,2649160,"-","RseA, negative regulator of sigma E activity"
"2304","N16961_12215","NC_002505.1",2649174,2649746,"-","RNA polymerase sigma factor RpoE"
"2305","N16961_12220","NC_002505.1",2650206,2651858,"+","L-aspartate oxidase"
"2306","N16961_12225","NC_002505.1",2651883,2652245,"-","Toxin CptA"
"2307","N16961_12230","NC_002505.1",2652277,2652537,"-","FAD assembly factor SdhE"
"2308","N16961_12235","NC_002505.1",2652690,2653661,"+","tRNA-modifying protein YgfZ"
"2309","N16961_12240","NC_002505.1",2654295,2654501,"+","DUF1107 domain-containing protein"
"2310","N16961_12245","NC_002505.1",2654602,2655828,"-","FAD-dependent 2-octaprenylphenol hydroxylase"
"2311","N16961_12250","NC_002505.1",2655843,2657051,"-","2-octaprenyl-6-methoxyphenyl hydroxylase"
"2312","N16961_12255","NC_002505.1",2657072,2657545,"-","UPF0149 protein VC_2476"
"2313","N16961_12260","NC_002505.1",2657888,2658196,"+","Cell division protein ZapA, inhibits GTPase activity of FtsZ"
"2314","N16961_12270","NC_002505.1",2658396,2658980,"+","5-formyltetrahydrofolate cyclo-ligase"
"2315","N16961_12275","NC_002505.1",2659090,2659746,"+","ribose-5-phosphate isomerase RpiA"
"2316","N16961_12280","NC_002505.1",2660000,2661229,"+","phosphoglycerate dehydrogenase"
"2317","N16961_12290","NC_002505.1",2661461,2661955,"-","acetolactate synthase small subunit"
"2318","N16961_12295","NC_002505.1",2661957,2663678,"-","acetolactate synthase 3 large subunit"
"2319","N16961_12300","NC_002505.1",2664163,2665968,"-","Long-chain acyl-CoA synthetase (AMP-forming)"
"2320","N16961_12305","NC_002505.1",2666145,2667104,"-","transcriptional regulator LeuO"
"2321","N16961_12310","NC_002505.1",2667410,2668498,"-","UDP:flavonoid glycosyltransferase YjiC, YdhE family"
"2322","N16961_12315","NC_002505.1",2668495,2669028,"-","Membrane-associated phospholipid phosphatase"
"2323","N16961_12320","NC_002505.1",2669158,2669793,"-","DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA"
"2324","N16961_12325","NC_002505.1",2670176,2671726,"+","2-isopropylmalate synthase"
"2325","N16961_12330","NC_002505.1",2671838,2672929,"+","3-isopropylmalate dehydrogenase"
"2326","N16961_12335","NC_002505.1",2672987,2674390,"+","3-isopropylmalate dehydratase large subunit"
"2327","N16961_12340","NC_002505.1",2674406,2675008,"+","3-isopropylmalate dehydratase small subunit"
"2328","N16961_12345","NC_002505.1",2675109,2675900,"+","DUF547 domain-containing protein"
"2329","N16961_12385","NC_002505.1",2681920,2683173,"-","HD-GYP domain, c-di-GMP phosphodiesterase class II (or its inactivated variant)"
"2330","N16961_12395","NC_002505.1",2683610,2684086,"+","Uncharacterized membrane protein YckC, RDD family"
"2331","N16961_12400","NC_002505.1",2684192,2685262,"-","LPS export ABC transporter permease LptG"
"2332","N16961_12405","NC_002505.1",2685266,2686366,"-","LPS export ABC transporter permease LptF"
"2333","N16961_12410","NC_002505.1",2686560,2688071,"+","leucyl aminopeptidase"
"2334","N16961_12415","NC_002505.1",2688155,2688604,"+","DNA polymerase III, chi subunit"
"2335","N16961_12420","NC_002505.1",2688698,2691559,"+","valine--tRNA ligase"
"2336","N16961_12425","NC_002505.1",2691637,2692614,"-","Glycerate dehydrogenase"
"2337","N16961_12430","NC_002505.1",2692654,2693391,"-","Dual-specificity RNA pseudouridine synthase RluA"
"2338","N16961_12435","NC_002505.1",2693488,2696397,"-","RNA polymerase-associated protein RapA"
"2339","N16961_12440","NC_002505.1",2696819,2698195,"+","putative ribonuclease YlaK, contains NYN-type RNase and PhoH-family ATPase domains"
"2340","N16961_12445","NC_002505.1",2698345,2699349,"+","ornithine carbamoyltransferase"
"2341","N16961_12450","NC_002505.1",2699599,2700528,"+","aspartate carbamoyltransferase"
"2342","N16961_12455","NC_002505.1",2700540,2701007,"+","aspartate carbamoyltransferase regulatory subunit"
"2343","N16961_12460","NC_002505.1",2701112,2701501,"+","Enamine deaminase RidA, house cleaning of reactive enamine intermediates, YjgF/YER057c/UK114 family"
"2344","N16961_12465","NC_002505.1",2701582,2702310,"-","1-acyl-sn-glycerol-3-phosphate acyltransferase"
"2345","N16961_12470","NC_002505.1",2702389,2703648,"-","UDP-N-acetylglucosamine 1-carboxyvinyltransferase"
"2346","N16961_12475","NC_002505.1",2703656,2703910,"-","BolA family iron metabolism protein IbaG"
"2347","N16961_12480","NC_002505.1",2703903,2704232,"-","Binding protein subunit MlaB of the ABC-type intermembrane phospholipid transporter Mla, contains STAS domain"
"2348","N16961_12485","NC_002505.1",2704229,2704867,"-","phospholipid-binding protein MlaC"
"2349","N16961_12490","NC_002505.1",2704871,2705362,"-","outer membrane lipid asymmetry maintenance protein MlaD"
"2350","N16961_12495","NC_002505.1",2705365,2706156,"-","lipid asymmetry maintenance ABC transporter permease subunit MlaE"
"2351","N16961_12500","NC_002505.1",2706146,2706949,"-","phospholipid ABC transporter ATP-binding protein MlaF"
"2352","N16961_12510","NC_002505.1",2707542,2708504,"+","Ca2+/Na+ antiporter"
"2353","N16961_12515","NC_002505.1",2708560,2709534,"+","Signal-transduction protein containing cAMP-binding, CBS, and nucleotidyltransferase domains"
"2354","N16961_12520","NC_002505.1",2709534,2710091,"+","3-deoxy-manno-octulosonate-8-phosphatase KdsC"
"2355","N16961_12525","NC_002505.1",2710088,2710651,"+","LPS export ABC transporter periplasmic protein LptC"
"2356","N16961_12530","NC_002505.1",2710632,2711126,"+","lipopolysaccharide transport periplasmic protein LptA"
"2357","N16961_12535","NC_002505.1",2711129,2711854,"+","LPS export ABC transporter ATP-binding protein"
"2358","N16961_12540","NC_002505.1",2711910,2713373,"+","RNA polymerase factor sigma-54"
"2359","N16961_12545","NC_002505.1",2713398,2713685,"+","ribosome hibernation promoting factor"
"2360","N16961_12550","NC_002505.1",2713688,2714134,"+","PTS IIA-like nitrogen regulatory protein PtsN"
"2361","N16961_12555","NC_002505.1",2714147,2715007,"+","RNase adapter RapZ"
"2362","N16961_12560","NC_002505.1",2715016,2715294,"+","Phosphocarrier protein NPr"
"2363","N16961_12565","NC_002505.1",2715455,2716816,"+","magnesium transporter"
"2364","N16961_12570","NC_002505.1",2716888,2718231,"-","metalloprotease PmbA"
"2365","N16961_12575","NC_002505.1",2718330,2718911,"+","ribosome biogenesis factor YjgA"
"2366","N16961_12580","NC_002505.1",2719014,2719730,"-","thiamine ABC transporter ATP-binding protein"
"2367","N16961_12585","NC_002505.1",2719742,2721334,"-","thiamine/thiamine pyrophosphate ABC transporter permease ThiP"
"2368","N16961_12590","NC_002505.1",2721344,2722336,"-","thiamine ABC transporter substrate binding subunit"
"2369","N16961_12595","NC_002505.1",2722598,2723227,"-","Flavin prenyltransferase UbiX"
"2370","N16961_12600","NC_002505.1",2723240,2724595,"-","UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase"
"2371","N16961_12605","NC_002505.1",2724901,2725911,"+","class 1 fructose-bisphosphatase"
"2372","N16961_12610","NC_002505.1",2726081,2726611,"+","inorganic diphosphatase"
"2373","N16961_12615","NC_002505.1",2726671,2727018,"-","Putative gamma-glutamylcyclotransferase VC_2546"
"2374","N16961_12620","NC_002505.1",2727029,2730793,"-","Autotransporter translocation and assembly protein TamB"
"2375","N16961_12625","NC_002505.1",2730790,2732505,"-","Outer membrane translocation and assembly module TamA"
"2376","N16961_12630","NC_002505.1",2732684,2733322,"+","Peptide methionine sulfoxide reductase MsrA"
"2377","N16961_12635","NC_002505.1",2733404,2733955,"+","putative transcriptional regulator YtfJ"
"2378","N16961_12640","NC_002505.1",2734188,2734478,"+","DUF2607 domain-containing protein"
"2379","N16961_12645","NC_002505.1",2734527,2735255,"+","DUF2796 domain-containing protein"
"2380","N16961_12650","NC_002505.1",2735337,2736053,"+","ABC-type lipoprotein export system, ATPase component"
"2381","N16961_12655","NC_002505.1",2736050,2737309,"+","ABC-type transport system involved in lipoprotein release, permease component LolC"
"2382","N16961_12660","NC_002505.1",2737362,2737883,"+","DUF3299 domain-containing protein"
"2383","N16961_12665","NC_002505.1",2738194,2738559,"+","hypothetical protein"
"2384","N16961_12670","NC_002505.1",2738505,2739092,"+","TIGR03899 family protein"
"2385","N16961_12675","NC_002505.1",2739165,2739812,"-","Adenylyl-sulfate kinase"
"2386","N16961_12680","NC_002505.1",2739823,2741253,"-","sulfate adenylyltransferase subunit CysN"
"2387","N16961_12685","NC_002505.1",2741271,2742179,"-","sulfate adenylyltransferase subunit CysD"
"2388","N16961_12690","NC_002505.1",2742282,2743148,"-","Uroporphyrinogen-III methylase (siroheme synthase)"
"2389","N16961_12695","NC_002505.1",2743466,2745427,"+","2',3'-cyclic-nucleotide 2'-phosphodiesterase"
"2390","N16961_12700","NC_002505.1",2745547,2746116,"+","cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases"
"2391","N16961_12705","NC_002505.1",2746119,2747501,"-","ATP-dependent RNA helicase DbpA"
"2392","N16961_12710","NC_002505.1",2747727,2748176,"+","putative N-acyltransferase, GNAT family"
"2393","N16961_12715","NC_002505.1",2748179,2748988,"+","EamA domain-containing protein"
"2394","N16961_12720","NC_002505.1",2748938,2749504,"-","Cell division protein YtfB/OapA (opacity-associated protein A)"
"2395","N16961_12725","NC_002505.1",2749730,2750350,"+","FKBP-type peptidyl-prolyl cis-trans isomerase"
"2396","N16961_12730","NC_002505.1",2750492,2750968,"+","DUF2780 domain-containing protein"
"2397","N16961_12735","NC_002505.1",2751112,2751498,"-","50S ribosomal protein L17"
"2398","N16961_12740","NC_002505.1",2751525,2752517,"-","DNA-directed RNA polymerase subunit alpha"
"2399","N16961_12745","NC_002505.1",2752542,2753162,"-","30S ribosomal protein S4"
"2400","N16961_12750","NC_002505.1",2753190,2753579,"-","30S ribosomal protein S11"
"2401","N16961_12755","NC_002505.1",2753599,2753955,"-","30S ribosomal protein S13"
"2402","N16961_12760","NC_002505.1",2754105,2754218,"-","50S ribosomal protein L36"
"2403","N16961_12765","NC_002505.1",2754257,2755591,"-","preprotein translocase subunit SecY"
"2404","N16961_12770","NC_002505.1",2755612,2756046,"-","50S ribosomal protein L15"
"2405","N16961_12775","NC_002505.1",2756052,2756228,"-","50S ribosomal protein L30"
"2406","N16961_12780","NC_002505.1",2756235,2756738,"-","30S ribosomal protein S5"
"2407","N16961_12785","NC_002505.1",2756753,2757106,"-","50S ribosomal protein L18"
"2408","N16961_12790","NC_002505.1",2757116,2757649,"-","50S ribosomal protein L6"
"2409","N16961_12795","NC_002505.1",2757664,2758056,"-","30S ribosomal protein S8"
"2410","N16961_12800","NC_002505.1",2758086,2758391,"-","30S ribosomal protein S14"
"2411","N16961_12805","NC_002505.1",2758409,2758948,"-","50S ribosomal protein L5"
"2412","N16961_12810","NC_002505.1",2758973,2759290,"-","50S ribosomal protein L24"
"2413","N16961_12815","NC_002505.1",2759303,2759674,"-","50S ribosomal protein L14"
"2414","N16961_12820","NC_002505.1",2759837,2760091,"-","30S ribosomal protein S17"
"2415","N16961_12825","NC_002505.1",2760091,2760282,"-","50S ribosomal protein L29"
"2416","N16961_12830","NC_002505.1",2760282,2760692,"-","50S ribosomal protein L16"
"2417","N16961_12835","NC_002505.1",2760704,2761405,"-","30S ribosomal protein S3"
"2418","N16961_12840","NC_002505.1",2761425,2761757,"-","50S ribosomal protein L22"
"2419","N16961_12845","NC_002505.1",2761768,2762046,"-","30S ribosomal protein S19"
"2420","N16961_12850","NC_002505.1",2762067,2762891,"-","50S ribosomal protein L2"
"2421","N16961_12855","NC_002505.1",2762908,2763210,"-","50S ribosomal protein L23"
"2422","N16961_12860","NC_002505.1",2763207,2763809,"-","50S ribosomal protein L4"
"2423","N16961_12865","NC_002505.1",2763826,2764455,"-","50S ribosomal protein L3"
"2424","N16961_12870","NC_002505.1",2764470,2764781,"-","30S ribosomal protein S10"
"2425","N16961_12875","NC_002505.1",2765252,2765995,"-","23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB"
"2426","N16961_12880","NC_002505.1",2766003,2768468,"-","ribonuclease R"
"2427","N16961_12885","NC_002505.1",2768651,2770480,"+","Periplasmic protein PbgA/YejM, regulator of the LPS biosynthesis, AlkP superfamily"
