# Annotated with Bakta
# Software: v1.9.2
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	1621992	1622732	-	N16961_07500	cobB	Sir2 family NAD+-dependent deacetylase	COG:COG0846, COG:O, EC:2.3.1.-, EC:2.3.1.286, GO:0005737, GO:0008270, GO:0016740, GO:0017136, GO:0036054, GO:0036055, GO:0070403, RefSeq:WP_000056950.1, SO:0001217, UniParc:UPI000021948E, UniRef:UniRef100_Q9KRX4, UniRef:UniRef50_P75960, UniRef:UniRef90_Q9KRX4
contig_1	cds	1622869	1623291	-	N16961_07505		Membrane protein	RefSeq:WP_001070819.1, SO:0001217, UniParc:UPI00000C2FEC, UniRef:UniRef100_A0A0H5YP81, UniRef:UniRef50_A0A2T3KIH0, UniRef:UniRef90_A0A0Q0PUW0
contig_1	cds	1623278	1624345	-	N16961_07510	fdnI	formate dehydrogenase subunit gamma	COG:C, COG:COG2864, EC:1.17.1.9, GO:0008863, GO:0009055, GO:0009061, GO:0009326, RefSeq:WP_001249729.1, SO:0001217, UniParc:UPI00005F31CB, UniRef:UniRef100_A0A2V4NI22, UniRef:UniRef50_A0A0L8BVV8, UniRef:UniRef90_A0A655XG09
contig_1	cds	1624352	1624960	-	N16961_07515	fdh3B	formate dehydrogenase FDH3 subunit beta	COG:C, COG:COG0437, GO:0009055, RefSeq:WP_000113430.1, SO:0001217, UniParc:UPI00000C2FEE, UniRef:UniRef100_A0A085RUD9, UniRef:UniRef50_A0A0U5MLE0, UniRef:UniRef90_A0A085RUD9
contig_1	cds	1624972	1625874	-	N16961_07520		Formate dehydrogenase subunit alpha	SO:0001217, UniRef:UniRef50_A0A655WZE4, UniRef:UniRef90_A0A655WZE4
contig_1	cds	1625871	1627826	-	N16961_07525		Formate dehydrogenase subunit alpha	SO:0001217, UniRef:UniRef50_A0A655XH35, UniRef:UniRef90_A0A655XH35
contig_1	cds	1627838	1628035	-	N16961_07530		Formate dehydrogenase subunit or accessory protein	RefSeq:WP_000711979.1, SO:0001217, UniParc:UPI00000C2FEF, UniRef:UniRef100_A0A0H6ZL64, UniRef:UniRef50_A0A7Y3ZS40, UniRef:UniRef90_A0A0H6ZL64
contig_1	cds	1628113	1628784	-	N16961_07535	torD	Cytoplasmic chaperone TorD involved in molybdoenzyme TorA maturation	COG:COG3381, COG:O, SO:0001217, UniParc:UPI0001B1A642, UniRef:UniRef100_A0A0H3PZ09, UniRef:UniRef50_A0A1E5B0J2, UniRef:UniRef90_A0A0H3PZ09
contig_1	cds	1628795	1630456	-	N16961_07540	preA	NAD-dependent dihydropyrimidine dehydrogenase, PreA subunit	COG:COG1146, COG:F, RefSeq:WP_000933836.1, SO:0001217, UniParc:UPI00000C2FF1, UniRef:UniRef100_A0A0H3PY53, UniRef:UniRef50_A0A1C3J4P6, UniRef:UniRef90_A0A0H3AG66
contig_1	cds	1630655	1631257	-	N16961_07545		DUF3306 domain-containing protein	RefSeq:WP_000179983.1, SO:0001217, UniParc:UPI00005F31CF, UniRef:UniRef100_A0A655XKB2, UniRef:UniRef50_D7H8Y2, UniRef:UniRef90_A0A0H3Q212
contig_1	cds	1631247	1631723	-	N16961_07550		DUF3305 domain-containing protein	RefSeq:WP_000139761.1, SO:0001217, UniParc:UPI00000C2FF3, UniRef:UniRef100_A0A0H6XIW0, UniRef:UniRef50_D0IEW1, UniRef:UniRef90_D0IEW1
contig_1	cds	1631948	1632781	+	N16961_07555	fdhD	Formate dehydrogenase assembly factor FdhD, a sulfurtransferase	COG:C, COG:COG1526, KEGG:K02379, RefSeq:WP_001118351.1, SO:0001217, UniParc:UPI0001B1A640, UniRef:UniRef100_A0A0H5XVB7, UniRef:UniRef50_V1DQH7, UniRef:UniRef90_D0IEW2
contig_1	cds	1632888	1634480	-	N16961_07560	uup	ABC-F family ATPase	COG:COG0488, COG:R, GO:0005524, GO:0016887, RefSeq:WP_000625976.1, SO:0001217, UniParc:UPI00000C2FF5, UniRef:UniRef100_A0A0H6BK36, UniRef:UniRef50_P0A9U5, UniRef:UniRef90_A0A1B1NP92
contig_1	cds	1634692	1636725	-	N16961_07565		Signal transduction histidine kinase regulating C4-dicarboxylate transport system	COG:COG4191, COG:T, RefSeq:WP_000645087.1, SO:0001217, UniParc:UPI00000C2FF6, UniRef:UniRef100_A0A0H3PY60, UniRef:UniRef50_A0A7Y4AEE4, UniRef:UniRef90_A0A655X320
contig_1	cds	1636715	1638169	-	N16961_07570	atoC	DNA-binding transcriptional response regulator, NtrC family, contains REC, AAA-type ATPase, and a Fis-type DNA-binding domains	COG:COG2204, COG:T, RefSeq:WP_000075518.1, SO:0001217, UniParc:UPI00000C2FF7, UniRef:UniRef100_A0A0H5XP78, UniRef:UniRef50_A7N0T7, UniRef:UniRef90_A0A0H5XP78
contig_1	cds	1638473	1639288	+	N16961_07575	tupA	ABC-type tungstate transport system, permease component TupA	COG:COG2998, COG:P, KEGG:K05772, RefSeq:WP_000753826.1, SO:0001217, UniParc:UPI00005F31D1, UniRef:UniRef100_A0A0H3PYJ6, UniRef:UniRef50_K1JCF7, UniRef:UniRef90_D7H8Z0
contig_1	cds	1639295	1639993	+	N16961_07580	tupA	ABC-type tungstate transport system, periplasmic component	COG:COG4662, COG:P, RefSeq:WP_000061034.1, SO:0001217, UniParc:UPI00000C2FF9, UniRef:UniRef100_A0A085RJ62, UniRef:UniRef50_A0A085RJ62, UniRef:UniRef90_A0A085RJ62
contig_1	cds	1640002	1640724	+	N16961_07585	ecfA2	Energy-coupling factor transporter ATP-binding protein EcfA2	COG:COG1122, COG:PR, RefSeq:WP_000152997.1, SO:0001217, UniParc:UPI00000C2FFA, UniRef:UniRef100_A0A0H6QH03, UniRef:UniRef50_A0A0H6QH03, UniRef:UniRef90_A0A0H6QH03
contig_1	cds	1640678	1641289	+	N16961_07590	mobA	molybdenum cofactor guanylyltransferase MobA	COG:COG0746, COG:H, EC:2.7.7.77, GO:0005525, GO:0005737, GO:0006777, GO:0016779, GO:0046872, GO:0061603, GO:1902758, KEGG:K03752, RefSeq:WP_000633519.1, SO:0001217, UniParc:UPI000012F35E, UniRef:UniRef100_Q9KRV8, UniRef:UniRef50_Q87PK5, UniRef:UniRef90_Q9KRV8
contig_1	cds	1641286	1643106	+	N16961_07595	mobB	bifunctional molybdopterin-guanine dinucleotide biosynthesis adaptor protein MobB/molybdopterin molybdotransferase MoeA	COG:COG1763, COG:H, GO:0005525, GO:0032324, RefSeq:WP_000561940.1, SO:0001217, UniParc:UPI00000C2FFB, UniRef:UniRef100_A0A0H3Q222, UniRef:UniRef50_Q8E8E2, UniRef:UniRef90_A0A0H3AK51
contig_1	cds	1643196	1643552	-	N16961_07600		Amino acid ABC transporter	RefSeq:WP_001913023.1, SO:0001217, UniParc:UPI00005F31D3, UniRef:UniRef100_A0A2V4NKH3, UniRef:UniRef50_A0A0F2I634, UniRef:UniRef90_A0A2V4NKH3
contig_1	cds	1643549	1643974	-	N16961_07605		Amino acid ABC transporter/signal transduction system protein	SO:0001217, UniParc:UPI00000C2FFD, UniRef:UniRef100_A0A655YEJ4, UniRef:UniRef50_A0A655YEJ4, UniRef:UniRef90_A0A655YEJ4
contig_1	cds	1644190	1644465	+	N16961_07610		DUF2960 domain-containing protein	RefSeq:WP_000124575.1, SO:0001217, UniParc:UPI00000C2FFF, UniRef:UniRef100_A0A085TIN5, UniRef:UniRef50_Q6LK63, UniRef:UniRef90_A0A085TIN5
contig_1	ncRNA	1644498	1644622	+	N16961_07615	V_AS5	Vibrio RNA AS5	RFAM:RF02818, SO:0000655
contig_1	cds	1644672	1645580	-	N16961_07620	nagK	N-acetylglucosamine kinase	COG:COG1940, COG:GK, EC:2.7.1.59, GO:0005524, GO:0006044, GO:0008270, GO:0009254, GO:0045127, RefSeq:WP_000291349.1, SO:0001217, UniParc:UPI00000C3000, UniRef:UniRef100_Q9KRV2, UniRef:UniRef50_Q8D9M7, UniRef:UniRef90_Q9KRV2
contig_1	cds	1645743	1646480	-	N16961_07625	tapT	tRNA U47 aminocarboxypropyltransferaseTapT/TuaA/ YfiP, DTW domain	COG:COG3148, COG:J, RefSeq:WP_001900033.1, SO:0001217, UniParc:UPI00000C3001, UniRef:UniRef100_A0A655XM25, UniRef:UniRef50_Q5E4Z2, UniRef:UniRef90_D7H8Z7
contig_1	cds	1646580	1647371	+	N16961_07630	eRG3	Sterol desaturase/sphingolipid hydroxylase, fatty acid hydroxylase superfamily	COG:COG3000, COG:I, RefSeq:WP_000003105.1, SO:0001217, UniParc:UPI00005F31D6, UniRef:UniRef100_Q9KRV0, UniRef:UniRef50_Q87PL0, UniRef:UniRef90_Q9KRV0
contig_1	cds	1647373	1648893	-	N16961_07635		Methyl-accepting chemotaxis protein	SO:0001217, UniRef:UniRef50_Q9KRU9, UniRef:UniRef90_Q9KRU9
contig_1	cds	1648958	1649395	-	N16961_07640		Methyl-accepting chemotaxis protein	SO:0001217, UniParc:UPI00000C3004, UniRef:UniRef100_Q9KRU8, UniRef:UniRef50_A0A366AUT4, UniRef:UniRef90_Q9KRU8
contig_1	cds	1649484	1649984	+	N16961_07645	nlpC	Lipoprotein NlpC	RefSeq:WP_000958712.1, SO:0001217, UniParc:UPI00000C3005, UniRef:UniRef100_A0A085QN34, UniRef:UniRef50_A0A655XEQ4, UniRef:UniRef90_A0A655XEQ4
contig_1	cds	1649994	1650335	-	N16961_07650		Type IIA topoisomerase B subunit	RefSeq:WP_000259895.1, SO:0001217, UniParc:UPI00005F3667, UniRef:UniRef100_A0A085QZL9, UniRef:UniRef50_Q9KRU6, UniRef:UniRef90_D0IEX8
contig_1	cds	1650858	1651724	+	N16961_07655	fN3K	putative ketoamine kinase VC_1539	COG:COG3001, COG:G, EC:2.7.1.-, GO:0005524, GO:0016301, GO:0016310, RefSeq:WP_000267456.1, SO:0001217, UniParc:UPI000013AD2E, UniRef:UniRef100_Q9KRU5, UniRef:UniRef50_Q9KRU5, UniRef:UniRef90_Q9KRU5
contig_1	cds	1651882	1652085	+	N16961_07660		Molybdopterin-guanine dinucleotide biosynthesis protein A	RefSeq:WP_001243592.1, SO:0001217, UniParc:UPI0000ED705A, UniRef:UniRef100_A0A085Q8Y9, UniRef:UniRef50_C9QKQ8, UniRef:UniRef90_D0IEY0
contig_1	cds	1652340	1653713	+	N16961_07665	vcmA	sodium-coupled multidrug efflux MATE transporter VcmA	BlastRules:WP_000555127, COG:COG0534, COG:V, GO:0005886, GO:0006814, GO:0015297, GO:0016020, GO:0042910, GO:0046677, RefSeq:WP_000555132.1, SO:0001217, UniParc:UPI00005767C4, UniRef:UniRef100_Q9KRU4, UniRef:UniRef50_Q9KRU4, UniRef:UniRef90_Q9KRU4
contig_1	cds	1653917	1654900	+	N16961_07670		Lipoprotein	RefSeq:WP_001240016.1, SO:0001217, UniParc:UPI00000C3007, UniRef:UniRef100_A0A0H3PY97, UniRef:UniRef50_A0A0N8VB87, UniRef:UniRef90_A0A0H3PY97
contig_1	cds	1654907	1655755	-	N16961_07675	cDC9	DNA ligase	COG:COG1793, COG:L, EC:6.5.1.1, GO:0003910, GO:0005524, GO:0006281, GO:0006310, RefSeq:WP_000908473.1, SO:0001217, UniParc:UPI00000C3008, UniRef:UniRef100_A0A0H3Q237, UniRef:UniRef50_A0A1C7F8Q7, UniRef:UniRef90_D7H906
contig_1	cds	1656062	1657240	-	N16961_07680		TPR domain-containing protein	RefSeq:WP_000829069.1, SO:0001217, UniParc:UPI00000C3009, UniRef:UniRef100_A0A0H3PYL6, UniRef:UniRef50_A0A0F4NF38, UniRef:UniRef90_D7H907
contig_1	cds	1657237	1657857	-	N16961_07685	tonB	Periplasmic protein TonB, links inner and outer membranes	COG:COG0810, COG:M, RefSeq:WP_000533089.1, SO:0001217, UniParc:UPI00000C300A, UniRef:UniRef100_A0A2V4NIM2, UniRef:UniRef50_B6EQ98, UniRef:UniRef90_A0A2V4NIM2
contig_1	cds	1657857	1658261	-	N16961_07690	exbD2	Biopolymer transport protein exbD2	COG:COG0848, COG:U, GO:0005886, GO:0015031, GO:0022857, RefSeq:WP_001236425.1, SO:0001217, UniParc:UPI000012A351, UniRef:UniRef100_Q9ZHV9, UniRef:UniRef50_Q9ZHV9, UniRef:UniRef90_Q9ZHV9
contig_1	cds	1658258	1658797	-	N16961_07695	tolQ	Biopolymer transport protein ExbB/TolQ	COG:COG0811, COG:U, RefSeq:WP_001083290.1, SO:0001217, UniParc:UPI00000BA9CC, UniRef:UniRef100_A0A0H8S1E6, UniRef:UniRef50_A0A0Q2QW30, UniRef:UniRef90_A0A395TQ20
contig_1	cds	1658807	1660180	-	N16961_07700	tolQ	Biopolymer transport protein ExbB/TolQ	COG:COG0811, COG:U, RefSeq:WP_000172871.1, SO:0001217, UniParc:UPI00000C300C, UniRef:UniRef100_A0A0H7DI73, UniRef:UniRef50_A0A0W8JGZ6, UniRef:UniRef90_A0A0H7DI73
contig_1	cds	1660180	1660938	-	N16961_07705	tonB	TonB system biopolymer transport component	RefSeq:WP_001881338.1, SO:0001217, UniParc:UPI00000C21E9, UniRef:UniRef100_Q9ZHW2, UniRef:UniRef50_A0A0W8JHE2, UniRef:UniRef90_D2YBC8
contig_1	cds	1661257	1662561	+	N16961_07710	ugpB	ABC-type glycerol-3-phosphate transport system, periplasmic component	COG:COG1653, COG:G, RefSeq:WP_001045558.1, SO:0001217, UniParc:UPI00000C300D, UniRef:UniRef100_A0A655X499, UniRef:UniRef50_V9WLA2, UniRef:UniRef90_Q7MLB5
contig_1	cds	1662637	1663518	+	N16961_07715	ugpA	ABC-type sugar transport system, permease component	COG:COG1175, COG:G, RefSeq:WP_001189753.1, SO:0001217, UniParc:UPI00000C300E, UniRef:UniRef100_A0A2V4NHW7, UniRef:UniRef50_A0A437P9U9, UniRef:UniRef90_Q7MLB6
contig_1	cds	1663528	1664370	+	N16961_07720	ugpE	sn-glycerol-3-phosphate ABC transporter permease UgpE	COG:COG0395, COG:G, EC:7.6.2.-, GO:0005886, GO:0015794, GO:0055052, RefSeq:WP_000841542.1, SO:0001217, UniParc:UPI00000C300F, UniRef:UniRef100_A0A0H7EA08, UniRef:UniRef50_Q7MLB7, UniRef:UniRef90_Q7MLB7
contig_1	cds	1664360	1665541	+	N16961_07725	ugpC	sn-glycerol-3-phosphate import ATP-binding protein UgpC	COG:COG3839, COG:G, EC:7.6.2.10, GO:0001407, GO:0005524, GO:0008643, GO:0015430, GO:0015794, GO:0016887, GO:0055052, RefSeq:WP_000794717.1, SO:0001217, UniParc:UPI00000C3010, UniRef:UniRef100_Q9KRT4, UniRef:UniRef50_Q9KRT4, UniRef:UniRef90_Q9KRT4
contig_1	cds	1665566	1666327	+	N16961_07730	glpR	DNA-binding transcriptional regulator of sugar metabolism, DeoR/GlpR family	COG:COG1349, COG:KG, RefSeq:WP_000173767.1, SO:0001217, UniParc:UPI00000C3011, UniRef:UniRef100_A0A0H6A160, UniRef:UniRef50_A0A0H6A160, UniRef:UniRef90_A0A0H6A160
contig_1	cds	1666358	1667068	+	N16961_07735	ugpQ	Glycerophosphoryl diester phosphodiesterase	COG:COG0584, COG:I, RefSeq:WP_001139221.1, SO:0001217, UniParc:UPI0001B1A63D, UniRef:UniRef100_A0A0H3Q6A8, UniRef:UniRef50_A7N254, UniRef:UniRef90_A0A655XKF7
contig_1	cds	1667144	1667614	-	N16961_07740		Sugar isomerase involved in processing of exogenous sialic acid	KEGG:K19334, RefSeq:WP_000469788.1, SO:0001217, UniParc:UPI00005F32B7, UniRef:UniRef100_A0A655TFT7, UniRef:UniRef50_A0A655TFT7, UniRef:UniRef90_A0A655TFT7
contig_1	cds	1667625	1667987	-	N16961_07745	ridA	Enamine deaminase RidA, house cleaning of reactive enamine intermediates, YjgF/YER057c/UK114 family	COG:COG0251, COG:V, RefSeq:WP_000152368.1, SO:0001217, UniParc:UPI00000C3014, UniRef:UniRef100_A0A0H6SP73, UniRef:UniRef50_W9VA56, UniRef:UniRef90_A0A0H6SP73
contig_1	cds	1668122	1669129	-	N16961_07750	purR	DNA-binding transcriptional regulator, LacI/PurR family	COG:COG1609, COG:K, RefSeq:WP_000201196.1, SO:0001217, UniParc:UPI00005F32B8, UniRef:UniRef100_A0A0H3Q252, UniRef:UniRef50_A0A329EHC6, UniRef:UniRef90_A0A655YUI8
contig_1	cds	1669192	1670628	-	N16961_07755	bglB	Beta-glucosidase/6-phospho-beta-glucosidase/beta-galactosidase	COG:COG2723, COG:G, RefSeq:WP_001129881.1, SO:0001217, UniParc:UPI00000C3016, UniRef:UniRef100_A0A0H6BHM7, UniRef:UniRef50_Q46829, UniRef:UniRef90_A0A0H3AII0
contig_1	cds	1671041	1673215	+	N16961_07760	katG	catalase/peroxidase HPI	COG:COG0376, COG:P, EC:1.11.1.21, GO:0004096, GO:0004601, GO:0006979, GO:0020037, GO:0042744, GO:0046872, RefSeq:WP_000400805.1, SO:0001217, UniParc:UPI00000C3018, UniRef:UniRef100_Q9KRS6, UniRef:UniRef50_P73911, UniRef:UniRef90_Q9KRS6
contig_1	cds	1673280	1674209	-	N16961_07765	lysR	DNA-binding transcriptional regulator, LysR family	COG:COG0583, COG:K, RefSeq:WP_000226382.1, SO:0001217, UniParc:UPI00000C3019, UniRef:UniRef100_A0A085T977, UniRef:UniRef50_A0A290TYK1, UniRef:UniRef90_A0A085T977
contig_1	cds	1674321	1675445	+	N16961_07770	varG	VarG family subclass B1-like metallo-beta-lactamase	COG:COG0491, COG:R, EC:3.5.2.6, NCBIProtein:WP_000778180.1, RefSeq:WP_000778180.1, SO:0001217, UniParc:UPI00005F32B9, UniRef:UniRef100_Q9KRS4, UniRef:UniRef50_A0A2K9K3W7, UniRef:UniRef90_A0A366A771
contig_1	cds	1675622	1676611	+	N16961_07775		RND efflux pump membrane fusion protein barrel-sandwich domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2I3C741, UniRef:UniRef90_A0ZPL8
contig_1	cds	1676602	1676724	+	N16961_07780		hypothetical protein	SO:0001217, UniParc:UPI00000C301C, UniRef:UniRef100_Q9KRS2, UniRef:UniRef50_Q9KRS2, UniRef:UniRef90_Q9KRS2
contig_1	cds	1676745	1678004	+	N16961_07785	tolC	Outer membrane protein TolC	COG:COG1538, COG:M, RefSeq:WP_001032337.1, SO:0001217, UniParc:UPI00000C301D, UniRef:UniRef100_A0A0H6SEZ3, UniRef:UniRef50_A0ZPL9, UniRef:UniRef90_A0ZPL9
contig_1	cds	1678004	1679218	+	N16961_07790	salY	ABC-type antimicrobial peptide transport system, permease component	COG:COG0577, COG:V, RefSeq:WP_001238023.1, SO:0001217, UniParc:UPI00000C301E, UniRef:UniRef100_A0A0H3PZ65, UniRef:UniRef50_A0A1M5XRZ0, UniRef:UniRef90_A0A655YJE2
contig_1	cds	1679222	1680499	+	N16961_07795	salY	ABC-type antimicrobial peptide transport system, permease component	COG:COG0577, COG:V, RefSeq:WP_001881356.1, SO:0001217, UniParc:UPI00000C301F, UniRef:UniRef100_A0A0H6AWW1, UniRef:UniRef50_A0A1M5XS98, UniRef:UniRef90_A0A0H6AWW1
contig_1	cds	1680499	1681200	+	N16961_07800	lolD	ABC-type lipoprotein export system, ATPase component	COG:COG1136, COG:M, RefSeq:WP_000839105.1, SO:0001217, UniParc:UPI00000C3020, UniRef:UniRef100_A0A085SXG8, UniRef:UniRef50_A9BE52, UniRef:UniRef90_A0A085SXG8
contig_1	cds	1681274	1682266	-	N16961_07805	cydB	cytochrome d ubiquinol oxidase subunit II	COG:C, COG:COG1294, EC:7.1.1.-, GO:0016682, RefSeq:WP_000984106.1, SO:0001217, UniParc:UPI00000C3022, UniRef:UniRef100_A0A0H6J1M7, UniRef:UniRef50_Q89NV5, UniRef:UniRef90_A0A0H6J1M7
contig_1	cds	1682263	1683600	-	N16961_07810	appC	Cytochrome bd-type quinol oxidase, subunit 1	COG:C, COG:COG1271, EC:7.1.1.7, KEGG:K00425, RefSeq:WP_000887578.1, SO:0001217, UniParc:UPI00000C3023, UniRef:UniRef100_A0A0H6BNT0, UniRef:UniRef50_A1VJI7, UniRef:UniRef90_A0A0H6BNT0
contig_1	ncRNA	1683878	1684002	+	N16961_07815	V_AS5	Vibrio RNA AS5	RFAM:RF02818, SO:0000655
contig_1	cds	1684123	1684503	+	N16961_07820		Transcriptional regulator	RefSeq:WP_000431625.1, SO:0001217, UniParc:UPI00000C3024, UniRef:UniRef100_A0A0H6GS44, UniRef:UniRef50_E8M221, UniRef:UniRef90_A0A0H3AK70
contig_1	cds	1684519	1685904	+	N16961_07825	aspA	Fumarate hydratase class II	COG:C, COG:COG0114, RefSeq:WP_000196504.1, SO:0001217, UniParc:UPI00000C3025, UniRef:UniRef100_A0A0H5ZY24, UniRef:UniRef50_Q51404, UniRef:UniRef90_A0A0H3AKT5
contig_1	cds	1686049	1686399	-	N16961_07830		DUF486 domain-containing protein	COG:COG3169, COG:S, RefSeq:WP_001068360.1, SO:0001217, UniParc:UPI00005F32BC, UniRef:UniRef100_D2YIY6, UniRef:UniRef50_E1SN33, UniRef:UniRef90_E1SN33
contig_1	cds	1686477	1686935	-	N16961_07835		DUF2068 domain-containing protein	COG:COG3305, COG:S, RefSeq:WP_000072360.1, SO:0001217, UniParc:UPI00000C3027, UniRef:UniRef100_A0A0H3PYQ1, UniRef:UniRef50_A8H714, UniRef:UniRef90_D0IF22
contig_1	cds	1686965	1687282	-	N16961_07840	yqfB	N(4)-acetylcytidine aminohydrolase	COG:COG3097, COG:S, EC:3.5.1.135, GO:0016813, GO:0106251, KEGG:K09900, RefSeq:WP_000028411.1, SO:0001217, UniParc:UPI00000C3028, UniRef:UniRef100_Q9KRR0, UniRef:UniRef50_Q9KRR0, UniRef:UniRef90_Q9KRR0
contig_1	cds	1687438	1688259	-	N16961_07845	almG	glycine--lipid A transferase AlmG	BlastRules:WP_001881365, COG:COG1560, COG:I, NCBIProtein:WP_001881365.1, RefSeq:WP_001881365.1, SO:0001217, UniParc:UPI00000C3029, UniRef:UniRef100_A0A0H5Y0T7, UniRef:UniRef50_A0A0H3AJA0, UniRef:UniRef90_A0A0H3AJA0
contig_1	cds	1688261	1688497	-	N16961_07850	almF	lipid A modification system glycine carrier protein AlmF	BlastRules:WP_000806242, NCBIProtein:WP_000806242.1, RefSeq:WP_000806242.1, SO:0001217, UniParc:UPI00000C302A, UniRef:UniRef100_A0A085SFP8, UniRef:UniRef50_A0A271VVC1, UniRef:UniRef90_A0A271VVC1
contig_1	cds	1688481	1690151	-	N16961_07855	almE	lipid A modification system glycine--protein ligase AlmE	BlastRules:WP_001146752, COG:COG1020, COG:Q, NCBIProtein:WP_252944138.1, RefSeq:WP_001146752.1, SO:0001217, UniParc:UPI00000C302B, UniRef:UniRef100_A0A0H3Q271, UniRef:UniRef50_A0A655X5G5, UniRef:UniRef90_A0A655XME5
contig_1	cds	1690215	1691087	-	N16961_07860	lysR	DNA-binding transcriptional regulator, LysR family	COG:COG0583, COG:K, RefSeq:WP_001216246.1, SO:0001217, UniParc:UPI00005F32BE, UniRef:UniRef100_A0A0H6X2G4, UniRef:UniRef50_A0A956H0F1, UniRef:UniRef90_A0A655YKR6
contig_1	cds	1691206	1692756	+	N16961_07865	nuoL	NADH-quinone oxidoreductase subunit L	COG:C, COG:COG1009, GO:0008137, GO:0042773, RefSeq:WP_001292956.1, SO:0001217, UniParc:UPI00000C302D, UniRef:UniRef100_A0A0H6UML2, UniRef:UniRef50_A0A0H6UML2, UniRef:UniRef90_A0A0H6UML2
contig_1	cds	1692753	1695269	+	N16961_07870	dabA	putative inorganic carbon transporter subunit DabA	COG:C, COG:COG3002, GO:0005886, GO:0008270, RefSeq:WP_000993484.1, SO:0001217, UniParc:UPI00005F4ECA, UniRef:UniRef100_Q9KRQ4, UniRef:UniRef50_Q9KRQ4, UniRef:UniRef90_Q9KRQ4
contig_1	cds	1695314	1695829	-	N16961_07875	sodC	superoxide dismutase [Cu-Zn] SodC	COG:COG2032, COG:P, EC:1.15.1.1, GO:0004784, RefSeq:WP_001071442.1, SO:0001217, UniParc:UPI00000C302F, UniRef:UniRef100_A0A0H6P4D5, UniRef:UniRef50_P00446, UniRef:UniRef90_A0A655XFZ6
contig_1	cds	1695869	1696402	-	N16961_07880	aNKYR	Ankyrin repeat	COG:COG0666, COG:T, SO:0001217, UniParc:UPI000218FE61, UniRef:UniRef100_A0A0H3Q274, UniRef:UniRef50_A0A0W8JCA1, UniRef:UniRef90_C3LMR1
contig_1	cds	1696499	1698010	-	N16961_07885	katE	Catalase	COG:COG0753, COG:P, EC:1.11.1.6, GO:0004096, GO:0005737, GO:0020037, GO:0042542, GO:0042597, GO:0042744, GO:0046872, SO:0001217, UniRef:UniRef50_Q59635, UniRef:UniRef90_Q9KRQ1
contig_1	cds	1698457	1698897	+	N16961_07890	ykgB	DUF417 domain-containing protein	COG:COG3059, COG:V, RefSeq:WP_000543907.1, SO:0001217, UniParc:UPI00000C3033, UniRef:UniRef100_A0A0H6X3C5, UniRef:UniRef50_Q5E5E2, UniRef:UniRef90_A0A0K9UY70
contig_1	cds	1699073	1699936	-	N16961_07895	lysR	DNA-binding transcriptional regulator, LysR family	COG:COG0583, COG:K, RefSeq:WP_000873115.1, SO:0001217, UniParc:UPI0002046A36, UniRef:UniRef100_A0A2V4P5A2, UniRef:UniRef50_A0A0W8JHY7, UniRef:UniRef90_A0A655XFS3
contig_1	cds	1700060	1700845	+	N16961_07900	budA	acetolactate decarboxylase	COG:COG3527, COG:Q, EC:4.1.1.5, GO:0006113, GO:0045151, GO:0047605, KEGG:K01575, RefSeq:WP_001068896.1, SO:0001217, UniParc:UPI00000C3035, UniRef:UniRef100_Q9KRP7, UniRef:UniRef50_P05361, UniRef:UniRef90_Q9KRP7
contig_1	cds	1700984	1702687	+	N16961_07905	alsS	acetolactate synthase AlsS	COG:COG0028, COG:EH, EC:2.2.1.6, GO:0003984, GO:0006113, GO:0045151, RefSeq:WP_001191535.1, SO:0001217, UniParc:UPI00000C3036, UniRef:UniRef100_A0A085S1P0, UniRef:UniRef50_Q04524, UniRef:UniRef90_C3LMR7
contig_1	cds	1702684	1703442	+	N16961_07910	fabG	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	COG:COG1028, COG:I, RefSeq:WP_001214790.1, SO:0001217, UniParc:UPI00000C3037, UniRef:UniRef100_A0A0H6JTG7, UniRef:UniRef50_H9XP47, UniRef:UniRef90_A0A0H6JTG7
contig_1	cds	1703680	1704534	+	N16961_07915	eAL	EAL domain, c-di-GMP-specific phosphodiesterase class I (or its enzymatically inactive variant)	COG:COG2200, COG:T, RefSeq:WP_001015557.1, SO:0001217, UniParc:UPI00000C3038, UniRef:UniRef100_A0A085T9A7, UniRef:UniRef50_A0A085T9A7, UniRef:UniRef90_A0A085T9A7
contig_1	cds	1704620	1705906	+	N16961_07920	gGDEF	GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants	COG:COG2199, COG:T, SO:0001217, UniParc:UPI0002C166F2, UniRef:UniRef100_A0A0H3Q6D7, UniRef:UniRef50_A0A655X5Y4, UniRef:UniRef90_A0A655X5Y4
contig_1	cds	1705924	1706976	-	N16961_07925	galM	galactose-1-epimerase	COG:COG2017, COG:G, GO:0004034, GO:0006012, RefSeq:WP_000992616.1, SO:0001217, UniParc:UPI00000C303A, UniRef:UniRef100_A0A655YLT0, UniRef:UniRef50_A0A379H5X6, UniRef:UniRef90_A0A655YLT0
